Time (s),Pressure 1 (mmHg),Pressure 2 (mmHg),Flow Rate (mL/s),Heart Rate (BPM),Ventricle Temperature 1 (°C),Ventricle Temperature 2 (°C),Atrium Temperature (°C)
79.2865,13.38,26.01,130.0,60.0,25.19,24.94,24.5
79.3397,13.38,26.01,130.0,60.0,25.19,24.94,24.5
79.393,13.38,26.01,130.0,60.0,25.19,24.94,24.5
79.4462,8.71,26.01,130.0,60.0,25.19,24.94,24.5
79.4955,39.64,26.01,130.0,60.0,25.19,24.94,24.5
79.5487,29.54,26.01,130.0,60.0,25.19,24.94,24.5
79.6019,106.56,32.32,130.0,60.0,25.19,24.94,24.5
79.651,58.27,32.32,130.0,60.0,25.19,24.94,24.5
79.7042,45.64,32.32,130.0,60.0,25.19,24.94,24.5
79.7575,40.91,32.32,130.0,60.0,25.19,24.94,24.5
79.8107,36.49,32.32,130.0,60.0,25.19,24.94,24.5
79.8599,62.06,32.32,130.0,60.0,25.19,24.94,24.5
79.9132,77.84,32.32,130.0,60.0,25.19,24.94,24.5
79.9664,51.95,32.32,130.0,60.0,25.19,24.94,24.5
80.0196,17.55,32.32,130.0,60.0,25.19,24.94,24.5
80.0729,13.45,32.32,130.0,60.0,25.19,24.94,24.5
80.7364,28.6,32.32,131.0,60.0,25.19,24.94,24.56
80.7857,6.5,26.01,130.0,60.0,25.19,24.94,24.56
80.8389,3.98,26.01,130.0,60.0,25.19,24.94,24.56
80.8921,3.03,26.01,130.0,60.0,25.19,24.94,24.56
80.9453,21.02,26.01,130.0,60.0,25.19,24.94,24.56
80.9985,53.53,26.01,130.0,60.0,25.19,24.94,24.56
81.0478,43.43,26.01,130.0,60.0,25.19,24.94,24.56
